YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2022,1,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,25804
2022,1,GA,"Electric Generators, Independent Power Producers",Total,1606640
2022,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1481
2022,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,1112890
2022,1,GA,"Electric Generators, Independent Power Producers",Other,-135
2022,1,GA,"Electric Generators, Independent Power Producers",Petroleum,1031
2022,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,368618
2022,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,23222
2022,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,99535
2022,1,GA,"Electric Generators, Electric Utilities",Total,9373300
2022,1,GA,"Electric Generators, Electric Utilities",Coal,2106437
2022,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,-43170
2022,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,376884
2022,1,GA,"Electric Generators, Electric Utilities",Natural Gas,3875563
2022,1,GA,"Electric Generators, Electric Utilities",Nuclear,2995627
2022,1,GA,"Electric Generators, Electric Utilities",Other,0
2022,1,GA,"Electric Generators, Electric Utilities",Petroleum,14586
2022,1,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,47374
2022,1,HI,Total Electric Power Industry,Total,745398
2022,1,HI,Total Electric Power Industry,Coal,61352
2022,1,HI,Total Electric Power Industry,Geothermal,15662
2022,1,HI,Total Electric Power Industry,Hydroelectric Conventional,9219
2022,1,HI,Total Electric Power Industry,Other Gases,0
2022,1,HI,Total Electric Power Industry,Other,31464
2022,1,HI,Total Electric Power Industry,Petroleum,540468
2022,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,36417
2022,1,HI,Total Electric Power Industry,Other Biomass,25104
2022,1,HI,Total Electric Power Industry,Wind,25711
2022,1,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2022,1,HI,"Combined Heat and Power, Industrial Power",Total,21226
2022,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,7442
2022,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,0
2022,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,13784
2022,1,HI,"Combined Heat and Power, Commercial Power",Total,35077
2022,1,HI,"Combined Heat and Power, Commercial Power",Other,18932
2022,1,HI,"Combined Heat and Power, Commercial Power",Petroleum,246
2022,1,HI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,408
2022,1,HI,"Combined Heat and Power, Commercial Power",Other Biomass,15491
2022,1,HI,"Combined Heat and Power, Electric Power",Total,153129
2022,1,HI,"Combined Heat and Power, Electric Power",Coal,61352
2022,1,HI,"Combined Heat and Power, Electric Power",Other,0
2022,1,HI,"Combined Heat and Power, Electric Power",Petroleum,91777
2022,1,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2022,1,HI,"Electric Generators, Independent Power Producers",Total,93123
2022,1,HI,"Electric Generators, Independent Power Producers",Geothermal,15662
2022,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1222
2022,1,HI,"Electric Generators, Independent Power Producers",Other,-11
2022,1,HI,"Electric Generators, Independent Power Producers",Petroleum,12906
2022,1,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,30649
2022,1,HI,"Electric Generators, Independent Power Producers",Other Biomass,6983
2022,1,HI,"Electric Generators, Independent Power Producers",Wind,25711
2022,1,HI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2022,1,HI,"Electric Generators, Electric Utilities",Total,442843
2022,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,555
2022,1,HI,"Electric Generators, Electric Utilities",Other,12543
2022,1,HI,"Electric Generators, Electric Utilities",Petroleum,421756
2022,1,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,5360
2022,1,HI,"Electric Generators, Electric Utilities",Other Biomass,2629
2022,1,IA,Total Electric Power Industry,Total,6596306
2022,1,IA,Total Electric Power Industry,Coal,1657095
2022,1,IA,Total Electric Power Industry,Hydroelectric Conventional,126333
2022,1,IA,Total Electric Power Industry,Natural Gas,476568
2022,1,IA,Total Electric Power Industry,Other,0
2022,1,IA,Total Electric Power Industry,Petroleum,12536
2022,1,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,12300
2022,1,IA,Total Electric Power Industry,Other Biomass,17304
2022,1,IA,Total Electric Power Industry,Wind,4293808
2022,1,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,361
2022,1,IA,"Combined Heat and Power, Industrial Power",Total,174490
2022,1,IA,"Combined Heat and Power, Industrial Power",Coal,119371
2022,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas,49533
2022,1,IA,"Combined Heat and Power, Industrial Power",Other,0
2022,1,IA,"Combined Heat and Power, Industrial Power",Petroleum,4
2022,1,IA,"Combined Heat and Power, Industrial Power",Other Biomass,5582
2022,1,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2022,1,IA,"Combined Heat and Power, Commercial Power",Total,17155
2022,1,IA,"Combined Heat and Power, Commercial Power",Coal,5249
2022,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas,8533
2022,1,IA,"Combined Heat and Power, Commercial Power",Petroleum,1228
2022,1,IA,"Combined Heat and Power, Commercial Power",Other Biomass,1234
2022,1,IA,"Combined Heat and Power, Commercial Power",Wind,551
2022,1,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,361
2022,1,IA,"Combined Heat and Power, Electric Power",Total,265
2022,1,IA,"Combined Heat and Power, Electric Power",Other Biomass,265
2022,1,IA,"Electric Generators, Independent Power Producers",Total,1127688
2022,1,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,295
2022,1,IA,"Electric Generators, Independent Power Producers",Natural Gas,0
2022,1,IA,"Electric Generators, Independent Power Producers",Petroleum,179
2022,1,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,8881
2022,1,IA,"Electric Generators, Independent Power Producers",Other Biomass,8557
2022,1,IA,"Electric Generators, Independent Power Producers",Wind,1109777
2022,1,IA,"Electric Generators, Electric Utilities",Total,5276708
2022,1,IA,"Electric Generators, Electric Utilities",Coal,1532475
2022,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,126038
2022,1,IA,"Electric Generators, Electric Utilities",Natural Gas,418502
2022,1,IA,"Electric Generators, Electric Utilities",Other,0
2022,1,IA,"Electric Generators, Electric Utilities",Petroleum,11126
2022,1,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,3420
2022,1,IA,"Electric Generators, Electric Utilities",Other Biomass,1667
2022,1,IA,"Electric Generators, Electric Utilities",Wind,3183480
2022,1,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2022,1,ID,Total Electric Power Industry,Total,1798647
2022,1,ID,Total Electric Power Industry,Coal,2046
2022,1,ID,Total Electric Power Industry,Geothermal,7330
2022,1,ID,Total Electric Power Industry,Hydroelectric Conventional,1028818
2022,1,ID,Total Electric Power Industry,Natural Gas,425037
2022,1,ID,Total Electric Power Industry,Other,4581
2022,1,ID,Total Electric Power Industry,Petroleum,4
2022,1,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,22970
2022,1,ID,Total Electric Power Industry,Other Biomass,9065
2022,1,ID,Total Electric Power Industry,Wind,269155
2022,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,29642
2022,1,ID,"Combined Heat and Power, Industrial Power",Total,48295
2022,1,ID,"Combined Heat and Power, Industrial Power",Coal,2046
2022,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas,15976
2022,1,ID,"Combined Heat and Power, Industrial Power",Other,4581
2022,1,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,1,ID,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,182
2022,1,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,25509
2022,1,ID,"Combined Heat and Power, Commercial Power",Total,6175
2022,1,ID,"Combined Heat and Power, Commercial Power",Natural Gas,3620
2022,1,ID,"Combined Heat and Power, Commercial Power",Petroleum,4
2022,1,ID,"Combined Heat and Power, Commercial Power",Other Biomass,2551
2022,1,ID,"Combined Heat and Power, Electric Power",Total,5611
2022,1,ID,"Combined Heat and Power, Electric Power",Other Biomass,1478
2022,1,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,4133
2022,1,ID,"Electric Generators, Independent Power Producers",Total,524289
2022,1,ID,"Electric Generators, Independent Power Producers",Geothermal,7330
2022,1,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,75005
2022,1,ID,"Electric Generators, Independent Power Producers",Natural Gas,164485
2022,1,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,22787
2022,1,ID,"Electric Generators, Independent Power Producers",Other Biomass,3573
2022,1,ID,"Electric Generators, Independent Power Producers",Wind,251109
2022,1,ID,"Electric Generators, Electric Utilities",Total,1214277
2022,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,953812
2022,1,ID,"Electric Generators, Electric Utilities",Natural Gas,240955
2022,1,ID,"Electric Generators, Electric Utilities",Petroleum,0
2022,1,ID,"Electric Generators, Electric Utilities",Other Biomass,1463
2022,1,ID,"Electric Generators, Electric Utilities",Wind,18046
2022,1,IL,Total Electric Power Industry,Total,17541770
2022,1,IL,Total Electric Power Industry,Coal,4475544
2022,1,IL,Total Electric Power Industry,Hydroelectric Conventional,8560
2022,1,IL,Total Electric Power Industry,Natural Gas,2035809
2022,1,IL,Total Electric Power Industry,Nuclear,8656529
2022,1,IL,Total Electric Power Industry,Other Gases,14404
2022,1,IL,Total Electric Power Industry,Other,17931
2022,1,IL,Total Electric Power Industry,Petroleum,8968
2022,1,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,72414
2022,1,IL,Total Electric Power Industry,Other Biomass,32380
2022,1,IL,Total Electric Power Industry,Wind,2219230
2022,1,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2022,1,IL,"Combined Heat and Power, Industrial Power",Total,208995
2022,1,IL,"Combined Heat and Power, Industrial Power",Coal,136687
2022,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas,38815
2022,1,IL,"Combined Heat and Power, Industrial Power",Other Gases,14404
2022,1,IL,"Combined Heat and Power, Industrial Power",Other,19088
2022,1,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,1,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2022,1,IL,"Combined Heat and Power, Commercial Power",Total,42156
2022,1,IL,"Combined Heat and Power, Commercial Power",Coal,2625
2022,1,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2022,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas,38959
2022,1,IL,"Combined Heat and Power, Commercial Power",Petroleum,1
2022,1,IL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,150
2022,1,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2022,1,IL,"Combined Heat and Power, Commercial Power",Wind,421
2022,1,IL,"Combined Heat and Power, Electric Power",Total,55606
2022,1,IL,"Combined Heat and Power, Electric Power",Natural Gas,55606
2022,1,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2022,1,IL,"Combined Heat and Power, Electric Power",Other Biomass,0
2022,1,IL,"Electric Generators, Independent Power Producers",Total,16708139
2022,1,IL,"Electric Generators, Independent Power Producers",Coal,4140941
2022,1,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4904
2022,1,IL,"Electric Generators, Independent Power Producers",Natural Gas,1588732
2022,1,IL,"Electric Generators, Independent Power Producers",Nuclear,8656529
2022,1,IL,"Electric Generators, Independent Power Producers",Other,-1157
2022,1,IL,"Electric Generators, Independent Power Producers",Petroleum,7826
2022,1,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,72114
2022,1,IL,"Electric Generators, Independent Power Producers",Other Biomass,20766
2022,1,IL,"Electric Generators, Independent Power Producers",Wind,2217483
2022,1,IL,"Electric Generators, Electric Utilities",Total,526874
2022,1,IL,"Electric Generators, Electric Utilities",Coal,195291
2022,1,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3656
2022,1,IL,"Electric Generators, Electric Utilities",Natural Gas,313697
2022,1,IL,"Electric Generators, Electric Utilities",Other,0
2022,1,IL,"Electric Generators, Electric Utilities",Petroleum,1141
2022,1,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,150
2022,1,IL,"Electric Generators, Electric Utilities",Other Biomass,11613
2022,1,IL,"Electric Generators, Electric Utilities",Wind,1326
2022,1,IN,Total Electric Power Industry,Total,9077588
2022,1,IN,Total Electric Power Industry,Coal,4855781
2022,1,IN,Total Electric Power Industry,Hydroelectric Conventional,22023
2022,1,IN,Total Electric Power Industry,Natural Gas,2924321
2022,1,IN,Total Electric Power Industry,Other Gases,160812
2022,1,IN,Total Electric Power Industry,Other,38322
2022,1,IN,Total Electric Power Industry,Petroleum,14995
2022,1,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,59023
2022,1,IN,Total Electric Power Industry,Other Biomass,37390
2022,1,IN,Total Electric Power Industry,Wind,964921
2022,1,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2022,1,IN,"Combined Heat and Power, Industrial Power",Total,376676
2022,1,IN,"Combined Heat and Power, Industrial Power",Coal,0
2022,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas,174545
2022,1,IN,"Combined Heat and Power, Industrial Power",Other Gases,160812
2022,1,IN,"Combined Heat and Power, Industrial Power",Other,35996
2022,1,IN,"Combined Heat and Power, Industrial Power",Petroleum,59
2022,1,IN,"Combined Heat and Power, Industrial Power",Other Biomass,5264
2022,1,IN,"Combined Heat and Power, Commercial Power",Total,23274
2022,1,IN,"Combined Heat and Power, Commercial Power",Coal,3244
2022,1,IN,"Combined Heat and Power, Commercial Power",Natural Gas,15672
2022,1,IN,"Combined Heat and Power, Commercial Power",Other,2326
2022,1,IN,"Combined Heat and Power, Commercial Power",Petroleum,3
2022,1,IN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,127
2022,1,IN,"Combined Heat and Power, Commercial Power",Other Biomass,1903
2022,1,IN,"Combined Heat and Power, Electric Power",Total,616217
2022,1,IN,"Combined Heat and Power, Electric Power",Coal,324992
2022,1,IN,"Combined Heat and Power, Electric Power",Natural Gas,291225
2022,1,IN,"Combined Heat and Power, Electric Power",Petroleum,0
2022,1,IN,"Electric Generators, Independent Power Producers",Total,2373693
2022,1,IN,"Electric Generators, Independent Power Producers",Coal,0
2022,1,IN,"Electric Generators, Independent Power Producers",Natural Gas,1372284
